Source,Target,Label
ns:m.01xrtjz,ns:m.02_94,ns:computer.programming_language.parent_language
ns:m.01xrtk5,ns:m.02_94,ns:computer.programming_language.parent_language
ns:m.01xrtkd,ns:m.02_94,ns:computer.programming_language.parent_language
ns:m.01xrtkm,ns:m.02_94,ns:computer.programming_language.parent_language
ns:m.01xrtkv,ns:m.02_94,ns:computer.programming_language.parent_language
ns:m.01xrtm_,ns:m.05xjv,ns:computer.programming_language.parent_language
ns:m.01xrtmd,ns:m.05xjv,ns:computer.programming_language.parent_language
ns:m.01xrtr3,ns:m.01zpg,ns:computer.programming_language.parent_language
ns:m.01xrtrb,ns:m.01zpg,ns:computer.programming_language.parent_language
ns:m.01xrtrk,ns:m.01zpg,ns:computer.programming_language.parent_language
ns:m.01xrtrs,ns:m.01zpg,ns:computer.programming_language.parent_language
ns:m.01xxttx,ns:m.01tlw,ns:computer.programming_language.influenced
ns:m.01xxttx,ns:m.09bhx,ns:computer.programming_language.influenced
ns:m.01xxttx,ns:m.070d2,ns:computer.programming_language.parent_language
ns:m.01xxtv3,ns:m.070d2,ns:computer.programming_language.parent_language
ns:m.01xxtvb,ns:m.070d2,ns:computer.programming_language.parent_language
ns:m.01xxtvq,ns:m.070d2,ns:computer.programming_language.parent_language
ns:m.01ytpb,ns:m.0jp72,ns:computer.programming_language.influenced_by
ns:m.01z1nj,ns:m.02yjg_,ns:computer.programming_language.parent_language
ns:m.01zfs7,ns:m.0pcmclv,ns:computer.programming_language.influenced
ns:m.01zl2k,ns:m.01tlw,ns:computer.programming_language.influenced
ns:m.01zl2k,ns:m.0bm90n,ns:computer.programming_language.influenced
ns:m.01zl2k,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.01zpg,ns:m.01nxv3,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.02tzjq,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.039lgr,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.05pxcv,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.05tthtg,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.05xjv,ns:computer.programming_language.influenced
ns:m.01zpg,ns:m.04zwp_z,ns:computer.programming_language.influenced_by
ns:m.01zpg,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.01zpg,ns:m.0bvh22,ns:computer.programming_language.influenced_by
ns:m.01zpg,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.01zpg,ns:m.0l6nk,ns:computer.programming_language.influenced_by
ns:m.01zpg,ns:m.01xrtr3,ns:computer.programming_language.dialects
ns:m.01zpg,ns:m.01xrtrb,ns:computer.programming_language.dialects
ns:m.01zpg,ns:m.01xrtrk,ns:computer.programming_language.dialects
ns:m.01zpg,ns:m.01xrtrs,ns:computer.programming_language.dialects
ns:m.01zzd8,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0212jm,ns:m.047r16w,ns:computer.programming_language.influenced
ns:m.0212jm,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.0212jm,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.0212jm,ns:m.03pxm2,ns:computer.programming_language.influenced_by
ns:m.0212jm,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.0212jm,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0212jm,ns:m.03pxm2,ns:computer.programming_language.parent_language
ns:m.021c1x,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.021jh7,ns:m.02wtqfr,ns:computer.programming_language.influenced_by
ns:m.021jh7,ns:m.02wtqfr,ns:computer.programming_language.parent_language
ns:m.021plb,ns:m.0jp72,ns:computer.programming_language.influenced_by
ns:m.0220x4q,ns:m.0274pcf,ns:computer.programming_language.influenced_by
ns:m.0220x4q,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.0220x4q,ns:m.09y8k4,ns:computer.programming_language.influenced_by
ns:m.02214px,ns:m.02z81,ns:computer.programming_language.parent_language
ns:m.02214q3,ns:m.02z81,ns:computer.programming_language.parent_language
ns:m.0222b,ns:m.01grf1,ns:computer.programming_language.influenced_by
ns:m.0222b,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.022hz1,ns:m.079lq,ns:computer.programming_language.parent_language
ns:m.022l8q,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.022l8q,ns:m.0gdxqx,ns:computer.programming_language.influenced_by
ns:m.022l9v,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.022lb4,ns:m.05z1_,ns:computer.programming_language.parent_language
ns:m.022rw9,ns:m.027sj6,ns:computer.programming_language.influenced
ns:m.023k72,ns:m.010f6pwn,ns:computer.programming_language.influenced
ns:m.023k72,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02471,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.02471,ns:m.06ff5,ns:computer.programming_language.influenced
ns:m.02471,ns:m.073yv,ns:computer.programming_language.influenced
ns:m.02471,ns:m.0c3wj7j,ns:computer.programming_language.influenced
ns:m.02471,ns:m.0chpd,ns:computer.programming_language.influenced
ns:m.02471,ns:m.0jgqg,ns:computer.programming_language.influenced
ns:m.02471,ns:m.0n6y,ns:computer.programming_language.influenced
ns:m.02471,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02471,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.02471,ns:m.079l6,ns:computer.programming_language.influenced_by
ns:m.02471,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.024v8,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.024v8,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.024v8,ns:m.01t6b,ns:computer.programming_language.parent_language
ns:m.02544s,ns:m.02yrkx,ns:computer.programming_language.influenced_by
ns:m.0256nby,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.025_bvc,ns:m.011k8l,ns:computer.programming_language.parent_language
ns:m.025s0nn,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.025s0nn,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.0260ysc,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.0260ysc,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.026221b,ns:m.026d9_y,ns:computer.programming_language.influenced
ns:m.026221b,ns:m.01ksbf,ns:computer.programming_language.influenced_by
ns:m.026221b,ns:m.03fbrg,ns:computer.programming_language.influenced_by
ns:m.0267bm6,ns:m.01k159,ns:computer.programming_language.influenced
ns:m.0267bm6,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.0267bm6,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.0267bm6,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.0268yl,ns:m.0697xz,ns:computer.programming_language.influenced_by
ns:m.0268yl,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.026_3pk,ns:m.01m1y8,ns:computer.programming_language.influenced_by
ns:m.026_3pk,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.026d5hv,ns:m.05q31,ns:computer.programming_language.influenced_by
ns:m.026d5hv,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.026d5hv,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.026d9_y,ns:m.042v27,ns:computer.programming_language.influenced
ns:m.026d9_y,ns:m.026221b,ns:computer.programming_language.influenced_by
ns:m.026d9_y,ns:m.07n77,ns:computer.programming_language.influenced_by
ns:m.026d9_y,ns:m.07n77,ns:computer.programming_language.parent_language
ns:m.026frqx,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.0270f0,ns:m.04mg4,ns:computer.programming_language.influenced_by
ns:m.0272tx2,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.0274pcf,ns:m.0220x4q,ns:computer.programming_language.influenced
ns:m.027sj6,ns:m.03790v,ns:computer.programming_language.influenced
ns:m.027sj6,ns:m.022rw9,ns:computer.programming_language.influenced_by
ns:m.027sj6,ns:m.05xjv,ns:computer.programming_language.influenced_by
ns:m.027tq7k,ns:m.03j_q,ns:computer.programming_language.parent_language
ns:m.027y3_j,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.027y3_j,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.027y3_j,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.0hzrhyc,ns:computer.programming_language.influenced
ns:m.028167f,ns:m.0j648d6,ns:computer.programming_language.influenced
ns:m.028167f,ns:m.037xjq,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.03jdp,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.047sfsb,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.09bhx,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.0bfq5w,ns:computer.programming_language.influenced_by
ns:m.028167f,ns:m.0gzx5x,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.04w43s,ns:computer.programming_language.influenced
ns:m.0282msx,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.0288d5v,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.04w43s,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.05xjv,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.06g3m,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.0282msx,ns:m.06g3m,ns:computer.programming_language.parent_language
ns:m.0288d1q,ns:m.06g3m,ns:computer.programming_language.influenced
ns:m.0288d5v,ns:m.0282msx,ns:computer.programming_language.influenced
ns:m.0288d5v,ns:m.06g3m,ns:computer.programming_language.influenced
ns:m.028bwlw,ns:m.015glf,ns:computer.programming_language.influenced_by
ns:m.028bwlw,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.028bwlw,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.028d3s,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.028d3s,ns:m.02z81,ns:computer.programming_language.parent_language
ns:m.028dzm,ns:m.01b5k,ns:computer.programming_language.influenced
ns:m.029rvn,ns:m.01_1zc,ns:computer.programming_language.influenced
ns:m.029rvn,ns:m.042tyz,ns:computer.programming_language.influenced_by
ns:m.029rvn,ns:m.05mrv,ns:computer.programming_language.influenced_by
ns:m.029rvn,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.029rvn,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.02_94,ns:m.019p2,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.022l8q,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.02kmb8,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.02tzjq,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.03crjgp,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.03n057,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.03pxm2,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.03s53r,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.04f41y,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.04zs6,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.05xjv,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.05zp9j,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.0fs5n,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.0j3djl7,ns:computer.programming_language.influenced
ns:m.02_94,ns:m.0gdxqx,ns:computer.programming_language.influenced_by
ns:m.02_94,ns:m.0kzb_,ns:computer.programming_language.influenced_by
ns:m.02_94,ns:m.01xrtj2,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtj9,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtjj,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtjr,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtjz,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtk5,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtkd,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtkm,ns:computer.programming_language.dialects
ns:m.02_94,ns:m.01xrtkv,ns:computer.programming_language.dialects
ns:m.02_nh6,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.02_nh6,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.02_nh6,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.02_nh6,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02_nh6,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02cv24,ns:m.0h6g8,ns:computer.programming_language.influenced
ns:m.02cv24,ns:m.03fc6,ns:computer.programming_language.influenced_by
ns:m.02cv24,ns:m.0h22q,ns:computer.programming_language.influenced_by
ns:m.02f1mc,ns:m.010f6pwn,ns:computer.programming_language.influenced
ns:m.02f1mc,ns:m.03r1wd,ns:computer.programming_language.influenced
ns:m.02f1mc,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.01p8vv,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.02ldnl,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.02q47bp,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.05z1_,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.06ff5,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.0bm90n,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.0gfwm,ns:computer.programming_language.influenced
ns:m.02f70,ns:m.01b5hv,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.042tk1,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.0bm90n,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.02f70,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.02flr5,ns:m.0555r6,ns:computer.programming_language.influenced_by
ns:m.02h31b,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02h31b,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.02h31b,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.02j2p7,ns:m.04xw5j,ns:computer.programming_language.influenced
ns:m.02j2p7,ns:m.03ks39,ns:computer.programming_language.influenced_by
ns:m.02jnyh,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.02jnyh,ns:m.0338k6,ns:computer.programming_language.influenced_by
ns:m.02jnyh,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.0_lcrx4,ns:computer.programming_language.influenced
ns:m.02js86,ns:m.0k9hf94,ns:computer.programming_language.influenced
ns:m.02js86,ns:m.05q31,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02js86,ns:m.07sbkfb,ns:computer.programming_language.parent_language
ns:m.02jt1_,ns:m.0gh89bk,ns:computer.programming_language.influenced
ns:m.02jxfs,ns:m.02jy2q,ns:computer.programming_language.influenced
ns:m.02jxfs,ns:m.091hdj,ns:computer.programming_language.influenced
ns:m.02jxfs,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02jxfs,ns:m.07sbkfb,ns:computer.programming_language.parent_language
ns:m.02jy2q,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.02jy2q,ns:m.02jxfs,ns:computer.programming_language.influenced_by
ns:m.02jy2q,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.02jy2q,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02jy2q,ns:m.07sbkfb,ns:computer.programming_language.parent_language
ns:m.02k681,ns:m.03nyxs,ns:computer.programming_language.influenced
ns:m.02k6kx,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.02k6kx,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02kmb8,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.02kmb8,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.02ky6z,ns:m.0dbjtf,ns:computer.programming_language.influenced
ns:m.02ky6z,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.02ky6z,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02ky6z,ns:m.019syg,ns:computer.programming_language.parent_language
ns:m.02ldnl,ns:m.02f70,ns:computer.programming_language.influenced_by
ns:m.02ldnl,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02ldnl,ns:m.091hdj,ns:computer.programming_language.influenced_by
ns:m.02lk8v,ns:m.04d8z,ns:computer.programming_language.influenced_by
ns:m.02m_jv,ns:m.0521z,ns:computer.programming_language.influenced
ns:m.02m_jv,ns:m.08yy56,ns:computer.programming_language.influenced
ns:m.02m_jv,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.02m_jv,ns:m.02z81,ns:computer.programming_language.parent_language
ns:m.02mb5k,ns:m.03790v,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.01jt82,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.04jfk1r,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.04ycw5z,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.091hdj,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0_82v0s,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0fpgc8s,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0gy1vx_,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0h52xr1,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.0pl075p,ns:computer.programming_language.influenced
ns:m.02mm3,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.02mm3,ns:m.05p2tnh,ns:computer.programming_language.influenced_by
ns:m.02mm3,ns:m.05vpz,ns:computer.programming_language.influenced_by
ns:m.02mm3,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02mm3,ns:m.0_82v0s,ns:computer.programming_language.dialects
ns:m.02mml,ns:g.120ldz4j,ns:computer.programming_language.influenced
ns:m.02mml,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.02ncj8,ns:m.03n9f5,ns:computer.programming_language.influenced_by
ns:m.02ncj8,ns:m.05xjv,ns:computer.programming_language.parent_language
ns:m.02npry,ns:m.0gfgs38,ns:computer.programming_language.influenced
